,Store,Dept,Date,Weekly_Sales,IsHoliday
91,1,1,2011-11-04,39886.06,False
92,1,1,2011-11-11,18689.54,False
93,1,1,2011-11-18,19050.66,False
94,1,1,2011-11-25,20911.25,True
95,1,1,2011-12-02,25293.49,False
96,1,1,2011-12-09,33305.92,False
97,1,1,2011-12-16,45773.03,False
98,1,1,2011-12-23,46788.75,False
99,1,1,2011-12-30,23350.88,True
234,1,2,2011-11-04,47313.62,False
235,1,2,2011-11-11,44936.47,False
236,1,2,2011-11-18,43997.78,False
237,1,2,2011-11-25,44259.59,True
238,1,2,2011-12-02,45928.14,False
239,1,2,2011-12-09,49357.43,False
240,1,2,2011-12-16,51137.42,False
241,1,2,2011-12-23,65615.36,False
242,1,2,2011-12-30,43539.94,True
377,1,3,2011-11-04,9189.2,False
378,1,3,2011-11-11,9959.64,False
379,1,3,2011-11-18,10104.36,False
380,1,3,2011-11-25,9317.56,True
381,1,3,2011-12-02,10146.54,False
382,1,3,2011-12-09,12955.55,False
383,1,3,2011-12-16,13180.05,False
384,1,3,2011-12-23,13667.88,False
385,1,3,2011-12-30,8848.44,True
520,1,4,2011-11-04,39354.84,False
521,1,4,2011-11-11,36826.52,False
522,1,4,2011-11-18,37656.58,False
523,1,4,2011-11-25,46564.14,True
524,1,4,2011-12-02,38489.63,False
525,1,4,2011-12-09,38729.31,False
526,1,4,2011-12-16,38266.47,False
527,1,4,2011-12-23,47785.93,False
528,1,4,2011-12-30,37371.22,True
663,1,5,2011-11-04,31956.07,False
664,1,5,2011-11-11,31002.65,False
665,1,5,2011-11-18,27339.37,False
666,1,5,2011-11-25,79340.15,True
667,1,5,2011-12-02,32572.27,False
668,1,5,2011-12-09,41782.13,False
669,1,5,2011-12-16,43479.7,False
670,1,5,2011-12-23,61483.82,False
671,1,5,2011-12-30,34981.76,True
806,1,6,2011-11-04,6223.03,False
807,1,6,2011-11-11,3527.62,False
808,1,6,2011-11-18,2640.98,False
809,1,6,2011-11-25,18629.83,True
810,1,6,2011-12-02,5240.63,False
811,1,6,2011-12-09,6714.41,False
812,1,6,2011-12-16,10022.4,False
813,1,6,2011-12-23,18931.11,False
814,1,6,2011-12-30,6629.6,True
949,1,7,2011-11-04,24182.96,False
950,1,7,2011-11-11,25942.35,False
951,1,7,2011-11-18,21953.16,False
952,1,7,2011-11-25,71151.34,True
953,1,7,2011-12-02,33118.33,False
954,1,7,2011-12-09,47751.41,False
955,1,7,2011-12-16,69511.06,False
956,1,7,2011-12-23,119302.15,False
957,1,7,2011-12-30,38216.01,True
1092,1,8,2011-11-04,36959.48,False
1093,1,8,2011-11-11,34003.52,False
1094,1,8,2011-11-18,33169.55,False
1095,1,8,2011-11-25,33243.85,True
1096,1,8,2011-12-02,35886.92,False
1097,1,8,2011-12-09,38226.32,False
1098,1,8,2011-12-16,37149.3,False
1099,1,8,2011-12-23,41062.58,False
1100,1,8,2011-12-30,32419.78,True
1235,1,9,2011-11-04,50675.72,False
1236,1,9,2011-11-11,37670.13,False
1237,1,9,2011-11-18,28932.57,False
1238,1,9,2011-11-25,42228.79,True
1239,1,9,2011-12-02,23042.52,False
1240,1,9,2011-12-09,27724.56,False
1241,1,9,2011-12-16,31948.63,False
1242,1,9,2011-12-23,45445.25,False
1243,1,9,2011-12-30,27192.39,True
1378,1,10,2011-11-04,31588.66,False
1379,1,10,2011-11-11,32346.54,False
1380,1,10,2011-11-18,28013.63,False
1381,1,10,2011-11-25,30877.51,True
1382,1,10,2011-12-02,32006.18,False
1383,1,10,2011-12-09,31747.07,False
1384,1,10,2011-12-16,30816.81,False
1385,1,10,2011-12-23,30434.19,False
1386,1,10,2011-12-30,26147.46,True
1521,1,11,2011-11-04,27469.93,False
1522,1,11,2011-11-11,23541.72,False
1523,1,11,2011-11-18,21412.74,False
1524,1,11,2011-11-25,28315.7,True
1525,1,11,2011-12-02,33129.25,False
1526,1,11,2011-12-09,38807.31,False
1527,1,11,2011-12-16,27918.08,False
