,Store,Dept,Date,Weekly_Sales,IsHoliday
100,1,1,2012-01-06,16567.69,False
101,1,1,2012-01-13,16894.4,False
102,1,1,2012-01-20,18365.1,False
103,1,1,2012-01-27,18378.16,False
104,1,1,2012-02-03,23510.49,False
105,1,1,2012-02-10,36988.49,True
106,1,1,2012-02-17,54060.1,False
107,1,1,2012-02-24,20124.22,False
243,1,2,2012-01-06,44481.38,False
244,1,2,2012-01-13,43353.09,False
245,1,2,2012-01-20,43753.43,False
246,1,2,2012-01-27,41556.23,False
247,1,2,2012-02-03,54322.24,False
248,1,2,2012-02-10,50581.06,True
249,1,2,2012-02-17,46085.47,False
250,1,2,2012-02-24,47080.12,False
386,1,3,2012-01-06,13926.04,False
387,1,3,2012-01-13,13822.49,False
388,1,3,2012-01-20,11702.08,False
389,1,3,2012-01-27,10613.17,False
390,1,3,2012-02-03,12485.78,False
391,1,3,2012-02-10,12388.85,True
392,1,3,2012-02-17,10237.78,False
393,1,3,2012-02-24,10502.4,False
529,1,4,2012-01-06,40925.76,False
530,1,4,2012-01-13,36582.36,False
531,1,4,2012-01-20,33780.2,False
532,1,4,2012-01-27,33613.91,False
533,1,4,2012-02-03,40274.83,False
534,1,4,2012-02-10,39305.13,True
535,1,4,2012-02-17,36550.46,False
536,1,4,2012-02-24,34953.85,False
672,1,5,2012-01-06,23105.81,False
673,1,5,2012-01-13,19281.61,False
674,1,5,2012-01-20,19298.42,False
675,1,5,2012-01-27,21376.42,False
676,1,5,2012-02-03,28307.43,False
677,1,5,2012-02-10,38096.04,True
678,1,5,2012-02-17,46219.96,False
679,1,5,2012-02-24,30797.88,False
815,1,6,2012-01-06,3665.25,False
816,1,6,2012-01-13,2460.92,False
817,1,6,2012-01-20,2427.46,False
818,1,6,2012-01-27,1649.4,False
819,1,6,2012-02-03,3981.09,False
820,1,6,2012-02-10,7338.85,True
821,1,6,2012-02-17,4223.42,False
822,1,6,2012-02-24,3784.06,False
958,1,7,2012-01-06,12377.76,False
959,1,7,2012-01-13,9194.61,False
960,1,7,2012-01-20,10189.61,False
961,1,7,2012-01-27,11228.15,False
962,1,7,2012-02-03,16556.71,False
963,1,7,2012-02-10,21619.05,True
964,1,7,2012-02-17,16849.62,False
965,1,7,2012-02-24,15956.87,False
1101,1,8,2012-01-06,36797.0,False
1102,1,8,2012-01-13,34033.89,False
1103,1,8,2012-01-20,35356.12,False
1104,1,8,2012-01-27,34644.25,False
1105,1,8,2012-02-03,40069.47,False
1106,1,8,2012-02-10,38317.89,True
1107,1,8,2012-02-17,37244.73,False
1108,1,8,2012-02-24,37204.72,False
1244,1,9,2012-01-06,20705.21,False
1245,1,9,2012-01-13,15416.12,False
1246,1,9,2012-01-20,13332.75,False
1247,1,9,2012-01-27,14728.57,False
1248,1,9,2012-02-03,19427.31,False
1249,1,9,2012-02-10,20985.41,True
1250,1,9,2012-02-17,23867.82,False
1251,1,9,2012-02-24,25957.89,False
1387,1,10,2012-01-06,29927.33,False
1388,1,10,2012-01-13,23995.69,False
1389,1,10,2012-01-20,25331.83,False
1390,1,10,2012-01-27,23650.22,False
1391,1,10,2012-02-03,33524.28,False
1392,1,10,2012-02-10,37764.38,True
1393,1,10,2012-02-17,40409.5,False
1394,1,10,2012-02-24,37507.44,False
1530,1,11,2012-01-06,25666.34,False
1531,1,11,2012-01-13,24493.4,False
1532,1,11,2012-01-20,20707.62,False
1533,1,11,2012-01-27,17860.35,False
1534,1,11,2012-02-03,22429.17,False
1535,1,11,2012-02-10,25933.04,True
1536,1,11,2012-02-17,26269.87,False
1537,1,11,2012-02-24,21750.64,False
1673,1,12,2012-01-06,7634.97,False
1674,1,12,2012-01-13,8111.01,False
1675,1,12,2012-01-20,9296.13,False
1676,1,12,2012-01-27,8229.77,False
1677,1,12,2012-02-03,9612.87,False
1678,1,12,2012-02-10,9587.35,True
1679,1,12,2012-02-17,9262.33,False
1680,1,12,2012-02-24,11284.27,False
1816,1,13,2012-01-06,41411.4,False
1817,1,13,2012-01-13,38000.25,False
1818,1,13,2012-01-20,37433.66,False
1819,1,13,2012-01-27,34312.26,False
1820,1,13,2012-02-03,43478.58,False
1821,1,13,2012-02-10,43041.97,True
1822,1,13,2012-02-17,38622.92,False
1823,1,13,2012-02-24,40079.43,False
1959,1,14,2012-01-06,14585.64,False
1960,1,14,2012-01-13,14311.83,False
1961,1,14,2012-01-20,12695.7,False
1962,1,14,2012-01-27,12684.05,False
1963,1,14,2012-02-03,15583.82,False
1964,1,14,2012-02-10,18292.4,True
1965,1,14,2012-02-17,21324.12,False
1966,1,14,2012-02-24,18574.25,False
2102,1,16,2012-01-06,6258.08,False
2103,1,16,2012-01-13,5894.86,False
2104,1,16,2012-01-20,6400.8,False
2105,1,16,2012-01-27,6108.82,False
2106,1,16,2012-02-03,9873.73,False
2107,1,16,2012-02-10,13389.35,True
2108,1,16,2012-02-17,12648.11,False
2109,1,16,2012-02-24,19874.3,False
2245,1,17,2012-01-06,8086.43,False
2246,1,17,2012-01-13,9454.17,False
2247,1,17,2012-01-20,7968.85,False
2248,1,17,2012-01-27,7237.41,False
2249,1,17,2012-02-03,8128.57,False
2250,1,17,2012-02-10,10461.07,True
2251,1,17,2012-02-17,11684.73,False
2252,1,17,2012-02-24,9309.63,False
2367,1,18,2012-01-06,7018.32,False
2368,1,18,2012-01-13,1700.85,False
2369,1,18,2012-01-20,1468.65,False
2370,1,18,2012-01-27,1842.47,False
2371,1,18,2012-02-03,3558.71,False
2372,1,18,2012-02-10,12687.47,True
2373,1,18,2012-02-17,26992.11,False
2374,1,18,2012-02-24,1973.92,False
2501,1,19,2012-01-06,607.22,False
2502,1,19,2012-01-13,758.08,False
2503,1,19,2012-01-20,714.21,False
2504,1,19,2012-01-27,720.98,False
2505,1,19,2012-02-03,1175.9,False
2506,1,19,2012-02-10,973.9,True
2507,1,19,2012-02-17,762.59,False
2508,1,19,2012-02-24,988.95,False
2644,1,20,2012-01-06,3246.33,False
2645,1,20,2012-01-13,4485.95,False
2646,1,20,2012-01-20,3937.59,False
2647,1,20,2012-01-27,3364.8,False
2648,1,20,2012-02-03,4206.91,False
2649,1,20,2012-02-10,6051.57,True
2650,1,20,2012-02-17,5569.54,False
2651,1,20,2012-02-24,4455.36,False
2787,1,21,2012-01-06,7154.5,False
2788,1,21,2012-01-13,7090.86,False
2789,1,21,2012-01-20,7062.96,False
2790,1,21,2012-01-27,6843.13,False
2791,1,21,2012-02-03,8168.45,False
2792,1,21,2012-02-10,8467.27,True
2793,1,21,2012-02-17,9065.08,False
2794,1,21,2012-02-24,8042.3,False
2930,1,22,2012-01-06,8998.71,False
2931,1,22,2012-01-13,8429.49,False
2932,1,22,2012-01-20,6176.87,False
2933,1,22,2012-01-27,5593.64,False
2934,1,22,2012-02-03,9723.63,False
2935,1,22,2012-02-10,11817.34,True
2936,1,22,2012-02-17,10815.19,False
2937,1,22,2012-02-24,8625.07,False
3073,1,23,2012-01-06,17203.25,False
3074,1,23,2012-01-13,15395.96,False
3075,1,23,2012-01-20,13738.46,False
3076,1,23,2012-01-27,13690.78,False
3077,1,23,2012-02-03,18537.41,False
3078,1,23,2012-02-10,25581.44,True
3079,1,23,2012-02-17,25295.03,False
3080,1,23,2012-02-24,20374.68,False
3216,1,24,2012-01-06,4539.89,False
3217,1,24,2012-01-13,3087.45,False
3218,1,24,2012-01-20,3119.12,False
3219,1,24,2012-01-27,3534.93,False
3220,1,24,2012-02-03,5455.8,False
3221,1,24,2012-02-10,7473.32,True
3222,1,24,2012-02-17,6598.42,False
3223,1,24,2012-02-24,5345.89,False
3359,1,25,2012-01-06,7359.16,False
3360,1,25,2012-01-13,6384.22,False
3361,1,25,2012-01-20,5272.76,False
3362,1,25,2012-01-27,6350.26,False
3363,1,25,2012-02-03,8798.84,False
3364,1,25,2012-02-10,10179.01,True
3365,1,25,2012-02-17,10930.07,False
3366,1,25,2012-02-24,10225.67,False
3502,1,26,2012-01-06,4220.51,False
3503,1,26,2012-01-13,4369.57,False
3504,1,26,2012-01-20,4492.42,False
3505,1,26,2012-01-27,4667.16,False
3506,1,26,2012-02-03,6969.74,False
3507,1,26,2012-02-10,9120.37,True
3508,1,26,2012-02-17,7499.33,False
3509,1,26,2012-02-24,7457.98,False
3645,1,27,2012-01-06,1788.6,False
3646,1,27,2012-01-13,1623.81,False
3647,1,27,2012-01-20,1451.96,False
3648,1,27,2012-01-27,966.46,False
3649,1,27,2012-02-03,1915.13,False
3650,1,27,2012-02-10,2367.25,True
3651,1,27,2012-02-17,2538.15,False
3652,1,27,2012-02-24,1784.56,False
3788,1,28,2012-01-06,557.94,False
3789,1,28,2012-01-13,539.86,False
3790,1,28,2012-01-20,634.48,False
3791,1,28,2012-01-27,641.94,False
3792,1,28,2012-02-03,571.7,False
3793,1,28,2012-02-10,745.15,True
3794,1,28,2012-02-17,845.62,False
3795,1,28,2012-02-24,734.59,False
3931,1,29,2012-01-06,4174.68,False
3932,1,29,2012-01-13,4008.75,False
3933,1,29,2012-01-20,3689.44,False
3934,1,29,2012-01-27,3510.94,False
3935,1,29,2012-02-03,5646.11,False
3936,1,29,2012-02-10,7755.83,True
3937,1,29,2012-02-17,7122.71,False
3938,1,29,2012-02-24,5337.27,False
4074,1,30,2012-01-06,2425.04,False
4075,1,30,2012-01-13,2014.96,False
4076,1,30,2012-01-20,2695.82,False
4077,1,30,2012-01-27,2507.48,False
4078,1,30,2012-02-03,3107.1,False
4079,1,30,2012-02-10,4257.72,True
4080,1,30,2012-02-17,3725.26,False
4081,1,30,2012-02-24,2927.0,False
4217,1,31,2012-01-06,2039.49,False
4218,1,31,2012-01-13,1988.97,False
4219,1,31,2012-01-20,1622.61,False
4220,1,31,2012-01-27,1571.13,False
4221,1,31,2012-02-03,1622.63,False
4222,1,31,2012-02-10,2007.88,True
4223,1,31,2012-02-17,2064.35,False
4224,1,31,2012-02-24,1852.43,False
4360,1,32,2012-01-06,5821.95,False
4361,1,32,2012-01-13,5567.49,False
4362,1,32,2012-01-20,4809.14,False
4363,1,32,2012-01-27,5637.52,False
4364,1,32,2012-02-03,8955.94,False
4365,1,32,2012-02-10,13300.13,True
4366,1,32,2012-02-17,23676.04,False
4367,1,32,2012-02-24,8802.92,False
4503,1,33,2012-01-06,3959.05,False
4504,1,33,2012-01-13,2930.02,False
4505,1,33,2012-01-20,2511.83,False
4506,1,33,2012-01-27,2350.29,False
4507,1,33,2012-02-03,4894.83,False
4508,1,33,2012-02-10,6395.77,True
4509,1,33,2012-02-17,6300.81,False
4510,1,33,2012-02-24,5426.03,False
4646,1,34,2012-01-06,9246.0,False
4647,1,34,2012-01-13,8198.59,False
4648,1,34,2012-01-20,8022.64,False
4649,1,34,2012-01-27,7885.38,False
4650,1,34,2012-02-03,10085.87,False
4651,1,34,2012-02-10,14950.38,True
4652,1,34,2012-02-17,13164.86,False
4653,1,34,2012-02-24,13189.95,False
4789,1,35,2012-01-06,2013.82,False
4790,1,35,2012-01-13,2018.5,False
4791,1,35,2012-01-20,1852.48,False
4792,1,35,2012-01-27,1410.49,False
4793,1,35,2012-02-03,2571.73,False
4794,1,35,2012-02-10,3367.66,True
4795,1,35,2012-02-17,2394.51,False
4796,1,35,2012-02-24,2557.91,False
4932,1,36,2012-01-06,949.95,False
4933,1,36,2012-01-13,792.1,False
4934,1,36,2012-01-20,586.49,False
4935,1,36,2012-01-27,507.34,False
4936,1,36,2012-02-03,1271.66,False
4937,1,36,2012-02-10,3024.82,True
4938,1,36,2012-02-17,2101.84,False
4939,1,36,2012-02-24,909.96,False
5075,1,37,2012-01-06,2963.19,False
5076,1,37,2012-01-13,2572.41,False
5077,1,37,2012-01-20,2278.6,False
5078,1,37,2012-01-27,1943.14,False
5079,1,37,2012-02-03,3009.44,False
5080,1,37,2012-02-10,3522.35,True
5081,1,37,2012-02-17,3542.89,False
5082,1,37,2012-02-24,2952.33,False
5218,1,38,2012-01-06,90770.82,False
5219,1,38,2012-01-13,73539.46,False
5220,1,38,2012-01-20,78264.14,False
5221,1,38,2012-01-27,67827.4,False
5222,1,38,2012-02-03,89029.26,False
5223,1,38,2012-02-10,78072.5,True
5224,1,38,2012-02-17,91386.12,False
5225,1,38,2012-02-24,72314.41,False
5361,1,40,2012-01-06,65669.34,False
5362,1,40,2012-01-13,61166.26,False
5363,1,40,2012-01-20,57819.87,False
5364,1,40,2012-01-27,55272.9,False
