,Store,Dept,Date,Weekly_Sales,IsHoliday
108,1,1,2012-03-02,20113.03,False
109,1,1,2012-03-09,21140.07,False
110,1,1,2012-03-16,22366.88,False
111,1,1,2012-03-23,22107.7,False
112,1,1,2012-03-30,28952.86,False
113,1,1,2012-04-06,57592.12,False
114,1,1,2012-04-13,34684.21,False
115,1,1,2012-04-20,16976.19,False
116,1,1,2012-04-27,16347.6,False
251,1,2,2012-03-02,52608.51,False
252,1,2,2012-03-09,48563.69,False
253,1,2,2012-03-16,47346.32,False
254,1,2,2012-03-23,44796.03,False
255,1,2,2012-03-30,46529.68,False
256,1,2,2012-04-06,51805.88,False
257,1,2,2012-04-13,43991.18,False
258,1,2,2012-04-20,45561.85,False
259,1,2,2012-04-27,45456.23,False
394,1,3,2012-03-02,11387.31,False
395,1,3,2012-03-09,11925.71,False
396,1,3,2012-03-16,8845.73,False
397,1,3,2012-03-23,7910.22,False
398,1,3,2012-03-30,9129.23,False
399,1,3,2012-04-06,9335.24,False
400,1,3,2012-04-13,7927.73,False
401,1,3,2012-04-20,8647.36,False
402,1,3,2012-04-27,8635.62,False
537,1,4,2012-03-02,38459.98,False
538,1,4,2012-03-09,38934.77,False
539,1,4,2012-03-16,38125.32,False
540,1,4,2012-03-23,36586.52,False
541,1,4,2012-03-30,37718.51,False
542,1,4,2012-04-06,42060.21,False
543,1,4,2012-04-13,37449.26,False
544,1,4,2012-04-20,36350.03,False
545,1,4,2012-04-27,36894.54,False
680,1,5,2012-03-02,30642.53,False
681,1,5,2012-03-09,25492.21,False
682,1,5,2012-03-16,29345.72,False
683,1,5,2012-03-23,25442.13,False
684,1,5,2012-03-30,22392.09,False
685,1,5,2012-04-06,28386.81,False
686,1,5,2012-04-13,18458.33,False
687,1,5,2012-04-20,16645.01,False
688,1,5,2012-04-27,17170.39,False
823,1,6,2012-03-02,6464.52,False
824,1,6,2012-03-09,4183.3,False
825,1,6,2012-03-16,3905.72,False
826,1,6,2012-03-23,2856.83,False
827,1,6,2012-03-30,4540.27,False
828,1,6,2012-04-06,4764.43,False
829,1,6,2012-04-13,4500.12,False
830,1,6,2012-04-20,2988.96,False
831,1,6,2012-04-27,3319.32,False
966,1,7,2012-03-02,16473.91,False
967,1,7,2012-03-09,17500.24,False
968,1,7,2012-03-16,20690.01,False
969,1,7,2012-03-23,15628.59,False
970,1,7,2012-03-30,18684.0,False
971,1,7,2012-04-06,27171.41,False
972,1,7,2012-04-13,21302.3,False
973,1,7,2012-04-20,19056.92,False
974,1,7,2012-04-27,18704.53,False
1109,1,8,2012-03-02,40307.19,False
1110,1,8,2012-03-09,36553.82,False
1111,1,8,2012-03-16,36141.27,False
1112,1,8,2012-03-23,33758.45,False
1113,1,8,2012-03-30,37745.71,False
1114,1,8,2012-04-06,41917.56,False
1115,1,8,2012-04-13,37295.29,False
1116,1,8,2012-04-20,36930.94,False
1117,1,8,2012-04-27,38531.76,False
1252,1,9,2012-03-02,30503.3,False
1253,1,9,2012-03-09,28291.68,False
1254,1,9,2012-03-16,37941.84,False
1255,1,9,2012-03-23,33541.36,False
1256,1,9,2012-03-30,50382.47,False
1257,1,9,2012-04-06,41235.34,False
1258,1,9,2012-04-13,33136.94,False
1259,1,9,2012-04-20,28111.87,False
1260,1,9,2012-04-27,30359.94,False
1395,1,10,2012-03-02,39036.14,False
1396,1,10,2012-03-09,34858.03,False
1397,1,10,2012-03-16,33405.1,False
1398,1,10,2012-03-23,33327.09,False
1399,1,10,2012-03-30,43718.05,False
1400,1,10,2012-04-06,36666.29,False
1401,1,10,2012-04-13,29709.53,False
1402,1,10,2012-04-20,30838.26,False
1403,1,10,2012-04-27,29433.27,False
1538,1,11,2012-03-02,23286.46,False
1539,1,11,2012-03-09,23169.16,False
1540,1,11,2012-03-16,24841.76,False
1541,1,11,2012-03-23,24350.67,False
1542,1,11,2012-03-30,25231.25,False
1543,1,11,2012-04-06,28971.93,False
1544,1,11,2012-04-13,21874.45,False
1545,1,11,2012-04-20,21787.83,False
1546,1,11,2012-04-27,20710.01,False
1681,1,12,2012-03-02,11994.48,False
1682,1,12,2012-03-09,11947.03,False
1683,1,12,2012-03-16,12178.8,False
1684,1,12,2012-03-23,11448.84,False
1685,1,12,2012-03-30,12109.21,False
1686,1,12,2012-04-06,10747.37,False
1687,1,12,2012-04-13,10565.39,False
1688,1,12,2012-04-20,11730.26,False
1689,1,12,2012-04-27,11746.83,False
1824,1,13,2012-03-02,44565.32,False
1825,1,13,2012-03-09,40001.72,False
1826,1,13,2012-03-16,38322.83,False
1827,1,13,2012-03-23,37801.64,False
1828,1,13,2012-03-30,38696.88,False
1829,1,13,2012-04-06,44270.3,False
1830,1,13,2012-04-13,39099.61,False
1831,1,13,2012-04-20,39499.85,False
1832,1,13,2012-04-27,39077.84,False
1967,1,14,2012-03-02,19412.26,False
1968,1,14,2012-03-09,16528.29,False
1969,1,14,2012-03-16,12757.86,False
1970,1,14,2012-03-23,12771.12,False
1971,1,14,2012-03-30,14690.27,False
1972,1,14,2012-04-06,15652.72,False
1973,1,14,2012-04-13,14933.13,False
1974,1,14,2012-04-20,13575.69,False
1975,1,14,2012-04-27,14904.8,False
2110,1,16,2012-03-02,30451.14,False
2111,1,16,2012-03-09,32633.81,False
2112,1,16,2012-03-16,44960.02,False
2113,1,16,2012-03-23,45184.22,False
2114,1,16,2012-03-30,55275.59,False
2115,1,16,2012-04-06,59512.97,False
2116,1,16,2012-04-13,55347.73,False
2117,1,16,2012-04-20,42816.54,False
2118,1,16,2012-04-27,41926.36,False
2253,1,17,2012-03-02,11187.42,False
2254,1,17,2012-03-09,11553.98,False
2255,1,17,2012-03-16,8523.56,False
2256,1,17,2012-03-23,7456.66,False
2257,1,17,2012-03-30,8433.01,False
2258,1,17,2012-04-06,8662.4,False
2259,1,17,2012-04-13,6936.35,False
2260,1,17,2012-04-20,8559.84,False
2261,1,17,2012-04-27,7868.25,False
2375,1,18,2012-03-02,1316.04,False
2376,1,18,2012-03-09,1126.04,False
2377,1,18,2012-03-16,1630.41,False
2378,1,18,2012-03-23,2280.34,False
2379,1,18,2012-03-30,3667.66,False
2380,1,18,2012-04-06,14283.73,False
2381,1,18,2012-04-13,5136.25,False
2382,1,18,2012-04-20,61.56,False
2383,1,18,2012-04-27,4.68,False
2509,1,19,2012-03-02,761.16,False
2510,1,19,2012-03-09,1514.62,False
2511,1,19,2012-03-16,1273.4,False
2512,1,19,2012-03-23,1057.43,False
2513,1,19,2012-03-30,973.05,False
2514,1,19,2012-04-06,875.56,False
2515,1,19,2012-04-13,753.73,False
2516,1,19,2012-04-20,1162.5,False
2517,1,19,2012-04-27,524.17,False
2652,1,20,2012-03-02,5446.7,False
2653,1,20,2012-03-09,7272.2,False
2654,1,20,2012-03-16,5040.41,False
2655,1,20,2012-03-23,3909.02,False
2656,1,20,2012-03-30,5264.6,False
2657,1,20,2012-04-06,3868.02,False
2658,1,20,2012-04-13,3449.45,False
2659,1,20,2012-04-20,4246.85,False
2660,1,20,2012-04-27,4844.73,False
2795,1,21,2012-03-02,9722.09,False
2796,1,21,2012-03-09,7309.95,False
2797,1,21,2012-03-16,8184.24,False
2798,1,21,2012-03-23,7602.33,False
2799,1,21,2012-03-30,8410.81,False
2800,1,21,2012-04-06,10083.36,False
2801,1,21,2012-04-13,7223.96,False
2802,1,21,2012-04-20,6508.01,False
2803,1,21,2012-04-27,7561.57,False
2938,1,22,2012-03-02,11402.9,False
2939,1,22,2012-03-09,11076.38,False
2940,1,22,2012-03-16,7827.86,False
2941,1,22,2012-03-23,6592.15,False
2942,1,22,2012-03-30,8538.98,False
2943,1,22,2012-04-06,7462.34,False
2944,1,22,2012-04-13,5901.71,False
2945,1,22,2012-04-20,7171.34,False
2946,1,22,2012-04-27,6068.54,False
3081,1,23,2012-03-02,22257.51,False
3082,1,23,2012-03-09,21179.12,False
3083,1,23,2012-03-16,19391.07,False
3084,1,23,2012-03-23,19261.99,False
3085,1,23,2012-03-30,23356.66,False
3086,1,23,2012-04-06,24604.49,False
3087,1,23,2012-04-13,20132.49,False
3088,1,23,2012-04-20,20768.42,False
3089,1,23,2012-04-27,17587.72,False
3224,1,24,2012-03-02,6269.69,False
3225,1,24,2012-03-09,5554.83,False
3226,1,24,2012-03-16,4842.19,False
3227,1,24,2012-03-23,5184.95,False
3228,1,24,2012-03-30,5401.75,False
3229,1,24,2012-04-06,7077.44,False
3230,1,24,2012-04-13,4986.97,False
3231,1,24,2012-04-20,5047.11,False
3232,1,24,2012-04-27,3328.23,False
3367,1,25,2012-03-02,11620.37,False
3368,1,25,2012-03-09,13087.32,False
3369,1,25,2012-03-16,13002.03,False
3370,1,25,2012-03-23,11387.52,False
3371,1,25,2012-03-30,15027.13,False
3372,1,25,2012-04-06,14732.09,False
3373,1,25,2012-04-13,12736.32,False
3374,1,25,2012-04-20,10115.85,False
3375,1,25,2012-04-27,10563.87,False
3510,1,26,2012-03-02,8247.41,False
3511,1,26,2012-03-09,7890.21,False
3512,1,26,2012-03-16,7462.19,False
3513,1,26,2012-03-23,7313.8,False
3514,1,26,2012-03-30,7592.79,False
3515,1,26,2012-04-06,8152.94,False
3516,1,26,2012-04-13,6095.14,False
3517,1,26,2012-04-20,6869.49,False
3518,1,26,2012-04-27,6317.77,False
3653,1,27,2012-03-02,1550.19,False
3654,1,27,2012-03-09,1418.25,False
3655,1,27,2012-03-16,1461.99,False
3656,1,27,2012-03-23,1269.16,False
3657,1,27,2012-03-30,1409.77,False
3658,1,27,2012-04-06,1429.08,False
3659,1,27,2012-04-13,983.69,False
3660,1,27,2012-04-20,970.43,False
3661,1,27,2012-04-27,1019.53,False
3796,1,28,2012-03-02,633.51,False
3797,1,28,2012-03-09,657.41,False
3798,1,28,2012-03-16,513.24,False
3799,1,28,2012-03-23,457.22,False
3800,1,28,2012-03-30,502.86,False
3801,1,28,2012-04-06,655.22,False
3802,1,28,2012-04-13,434.56,False
3803,1,28,2012-04-20,527.48,False
3804,1,28,2012-04-27,354.59,False
3939,1,29,2012-03-02,5082.59,False
3940,1,29,2012-03-09,4735.19,False
3941,1,29,2012-03-16,4735.58,False
3942,1,29,2012-03-23,3903.39,False
3943,1,29,2012-03-30,4392.74,False
3944,1,29,2012-04-06,3976.42,False
3945,1,29,2012-04-13,3294.36,False
3946,1,29,2012-04-20,3733.04,False
3947,1,29,2012-04-27,3698.19,False
4082,1,30,2012-03-02,4393.08,False
4083,1,30,2012-03-09,4133.36,False
4084,1,30,2012-03-16,3505.18,False
4085,1,30,2012-03-23,3421.12,False
4086,1,30,2012-03-30,3536.71,False
4087,1,30,2012-04-06,3544.7,False
4088,1,30,2012-04-13,3711.72,False
4089,1,30,2012-04-20,3151.6,False
4090,1,30,2012-04-27,2822.92,False
4225,1,31,2012-03-02,2628.13,False
4226,1,31,2012-03-09,2070.4,False
4227,1,31,2012-03-16,1682.53,False
4228,1,31,2012-03-23,1691.74,False
4229,1,31,2012-03-30,1515.28,False
4230,1,31,2012-04-06,1517.77,False
4231,1,31,2012-04-13,1170.59,False
4232,1,31,2012-04-20,1291.39,False
4233,1,31,2012-04-27,1023.38,False
4368,1,32,2012-03-02,7476.75,False
4369,1,32,2012-03-09,7889.12,False
4370,1,32,2012-03-16,7162.45,False
4371,1,32,2012-03-23,6435.66,False
4372,1,32,2012-03-30,7566.56,False
4373,1,32,2012-04-06,8085.39,False
4374,1,32,2012-04-13,6572.66,False
4375,1,32,2012-04-20,5816.96,False
4376,1,32,2012-04-27,6048.64,False
4511,1,33,2012-03-02,5909.09,False
4512,1,33,2012-03-09,5546.97,False
4513,1,33,2012-03-16,5669.24,False
4514,1,33,2012-03-23,4397.45,False
4515,1,33,2012-03-30,4801.62,False
4516,1,33,2012-04-06,6401.92,False
4517,1,33,2012-04-13,5070.49,False
4518,1,33,2012-04-20,4748.34,False
4519,1,33,2012-04-27,3710.58,False
4654,1,34,2012-03-02,15464.72,False
4655,1,34,2012-03-09,12781.11,False
4656,1,34,2012-03-16,14027.29,False
4657,1,34,2012-03-23,12282.21,False
4658,1,34,2012-03-30,15035.51,False
4659,1,34,2012-04-06,17006.02,False
4660,1,34,2012-04-13,16848.85,False
4661,1,34,2012-04-20,13070.17,False
4662,1,34,2012-04-27,14492.12,False
4797,1,35,2012-03-02,2801.79,False
4798,1,35,2012-03-09,2268.29,False
4799,1,35,2012-03-16,2934.74,False
4800,1,35,2012-03-23,2513.16,False
4801,1,35,2012-03-30,3174.24,False
4802,1,35,2012-04-06,3737.76,False
4803,1,35,2012-04-13,3320.38,False
4804,1,35,2012-04-20,2311.41,False
4805,1,35,2012-04-27,2578.97,False
4940,1,36,2012-03-02,796.97,False
4941,1,36,2012-03-09,1106.03,False
4942,1,36,2012-03-16,1391.0,False
4943,1,36,2012-03-23,1369.0,False
4944,1,36,2012-03-30,2155.0,False
4945,1,36,2012-04-06,1769.0,False
4946,1,36,2012-04-13,1618.0,False
4947,1,36,2012-04-20,1123.0,False
4948,1,36,2012-04-27,1454.0,False
5083,1,37,2012-03-02,2957.55,False
5084,1,37,2012-03-09,3202.72,False
5085,1,37,2012-03-16,2299.48,False
5086,1,37,2012-03-23,2498.19,False
5087,1,37,2012-03-30,2912.11,False
5088,1,37,2012-04-06,2572.86,False
5089,1,37,2012-04-13,2361.49,False
5090,1,37,2012-04-20,2468.8,False
5091,1,37,2012-04-27,2354.89,False
5226,1,38,2012-03-02,93103.43,False
5227,1,38,2012-03-09,88138.04,False
5228,1,38,2012-03-16,68900.29,False
5229,1,38,2012-03-23,76834.09,False
5230,1,38,2012-03-30,83931.07,False
5231,1,38,2012-04-06,98092.62,False
5232,1,38,2012-04-13,74197.08,False
5233,1,38,2012-04-20,74827.84,False
5234,1,38,2012-04-27,66399.89,False
5369,1,40,2012-03-02,66944.08,False
5370,1,40,2012-03-09,65110.73,False
5371,1,40,2012-03-16,61283.62,False
5372,1,40,2012-03-23,59756.62,False
5373,1,40,2012-03-30,61229.13,False
5374,1,40,2012-04-06,64686.95,False
5375,1,40,2012-04-13,59646.09,False
5376,1,40,2012-04-20,60905.45,False
5377,1,40,2012-04-27,60164.22,False
5512,1,41,2012-03-02,587.5,False
5513,1,41,2012-03-09,846.87,False
5514,1,41,2012-03-16,500.0,False
5515,1,41,2012-03-23,560.5,False
5516,1,41,2012-03-30,375.0,False
5517,1,41,2012-04-06,538.0,False
5518,1,41,2012-04-13,333.0,False
5519,1,41,2012-04-20,490.5,False
5520,1,41,2012-04-27,346.0,False
5655,1,42,2012-03-02,9878.1,False
5656,1,42,2012-03-09,8130.77,False
5657,1,42,2012-03-16,8730.84,False
5658,1,42,2012-03-23,6474.28,False
5659,1,42,2012-03-30,8058.56,False
5660,1,42,2012-04-06,8972.49,False
5661,1,42,2012-04-13,8512.01,False
5662,1,42,2012-04-20,7332.1,False
5663,1,42,2012-04-27,8264.77,False
5798,1,44,2012-03-02,4963.89,False
5799,1,44,2012-03-09,4589.36,False
5800,1,44,2012-03-16,4682.64,False
5801,1,44,2012-03-23,4356.74,False
5802,1,44,2012-03-30,4201.9,False
5803,1,44,2012-04-06,4848.96,False
5804,1,44,2012-04-13,3960.81,False
5805,1,44,2012-04-20,3906.32,False
5806,1,44,2012-04-27,4231.57,False
6012,1,46,2012-03-02,21324.05,False
6013,1,46,2012-03-09,20170.38,False
