,Store,Dept,Date,Weekly_Sales,IsHoliday
65,1,1,2011-05-06,20138.19,False
66,1,1,2011-05-13,17235.15,False
67,1,1,2011-05-20,15136.78,False
68,1,1,2011-05-27,15741.6,False
69,1,1,2011-06-03,16434.15,False
70,1,1,2011-06-10,15883.52,False
71,1,1,2011-06-17,14978.09,False
72,1,1,2011-06-24,15682.81,False
208,1,2,2011-05-06,50139.92,False
209,1,2,2011-05-13,44274.15,False
210,1,2,2011-05-20,44302.11,False
211,1,2,2011-05-27,45072.11,False
212,1,2,2011-06-03,47844.27,False
213,1,2,2011-06-10,46363.93,False
214,1,2,2011-06-17,42939.63,False
215,1,2,2011-06-24,42415.81,False
351,1,3,2011-05-06,10420.92,False
352,1,3,2011-05-13,8732.46,False
353,1,3,2011-05-20,7939.01,False
354,1,3,2011-05-27,8120.7,False
355,1,3,2011-06-03,8853.89,False
356,1,3,2011-06-10,7508.71,False
357,1,3,2011-06-17,7658.75,False
358,1,3,2011-06-24,6165.73,False
494,1,4,2011-05-06,37827.69,False
495,1,4,2011-05-13,33471.81,False
496,1,4,2011-05-20,34137.41,False
497,1,4,2011-05-27,36790.72,False
498,1,4,2011-06-03,42508.02,False
499,1,4,2011-06-10,35376.06,False
500,1,4,2011-06-17,35523.17,False
501,1,4,2011-06-24,35062.02,False
637,1,5,2011-05-06,16195.54,False
638,1,5,2011-05-13,15587.78,False
639,1,5,2011-05-20,15575.25,False
640,1,5,2011-05-27,16613.98,False
641,1,5,2011-06-03,16848.76,False
642,1,5,2011-06-10,18648.73,False
643,1,5,2011-06-17,17861.56,False
644,1,5,2011-06-24,21695.24,False
780,1,6,2011-05-06,7213.53,False
781,1,6,2011-05-13,4162.52,False
782,1,6,2011-05-20,4640.76,False
783,1,6,2011-05-27,5572.35,False
784,1,6,2011-06-03,4021.54,False
785,1,6,2011-06-10,3079.94,False
786,1,6,2011-06-17,3004.81,False
787,1,6,2011-06-24,3020.07,False
923,1,7,2011-05-06,19394.0,False
924,1,7,2011-05-13,21344.39,False
925,1,7,2011-05-20,18787.41,False
926,1,7,2011-05-27,26736.85,False
927,1,7,2011-06-03,38450.3,False
928,1,7,2011-06-10,38569.49,False
929,1,7,2011-06-17,31439.02,False
930,1,7,2011-06-24,23791.78,False
1066,1,8,2011-05-06,37360.03,False
1067,1,8,2011-05-13,34727.2,False
1068,1,8,2011-05-20,35631.59,False
1069,1,8,2011-05-27,35972.12,False
1070,1,8,2011-06-03,36767.22,False
1071,1,8,2011-06-10,36099.62,False
1072,1,8,2011-06-17,34338.33,False
1073,1,8,2011-06-24,34014.16,False
1209,1,9,2011-05-06,23957.45,False
1210,1,9,2011-05-13,23424.18,False
1211,1,9,2011-05-20,23918.77,False
1212,1,9,2011-05-27,26204.22,False
1213,1,9,2011-06-03,30796.28,False
1214,1,9,2011-06-10,27241.97,False
1215,1,9,2011-06-17,23176.62,False
1216,1,9,2011-06-24,24385.11,False
1352,1,10,2011-05-06,28902.6,False
1353,1,10,2011-05-13,28848.69,False
1354,1,10,2011-05-20,28586.42,False
1355,1,10,2011-05-27,30235.6,False
1356,1,10,2011-06-03,35960.03,False
1357,1,10,2011-06-10,31578.41,False
1358,1,10,2011-06-17,31612.86,False
1359,1,10,2011-06-24,29831.79,False
1495,1,11,2011-05-06,23607.73,False
1496,1,11,2011-05-13,25332.93,False
1497,1,11,2011-05-20,19511.5,False
1498,1,11,2011-05-27,27201.64,False
1499,1,11,2011-06-03,38594.85,False
1500,1,11,2011-06-10,41413.29,False
1501,1,11,2011-06-17,35902.81,False
1502,1,11,2011-06-24,35028.61,False
1638,1,12,2011-05-06,11747.79,False
1639,1,12,2011-05-13,12272.92,False
1640,1,12,2011-05-20,14387.22,False
1641,1,12,2011-05-27,11961.81,False
1642,1,12,2011-06-03,13346.63,False
1643,1,12,2011-06-10,12643.1,False
1644,1,12,2011-06-17,10327.88,False
1645,1,12,2011-06-24,10438.17,False
1781,1,13,2011-05-06,40581.52,False
1782,1,13,2011-05-13,35378.71,False
1783,1,13,2011-05-20,35816.48,False
1784,1,13,2011-05-27,36203.13,False
1785,1,13,2011-06-03,39884.82,False
1786,1,13,2011-06-10,38080.39,False
1787,1,13,2011-06-17,39020.06,False
1788,1,13,2011-06-24,37316.12,False
1924,1,14,2011-05-06,15820.88,False
1925,1,14,2011-05-13,15385.02,False
1926,1,14,2011-05-20,13166.43,False
1927,1,14,2011-05-27,12746.66,False
1928,1,14,2011-06-03,13056.1,False
1929,1,14,2011-06-10,11795.34,False
1930,1,14,2011-06-17,12884.03,False
1931,1,14,2011-06-24,13580.61,False
2067,1,16,2011-05-06,37972.19,False
2068,1,16,2011-05-13,40944.33,False
2069,1,16,2011-05-20,35861.13,False
2070,1,16,2011-05-27,38914.76,False
2071,1,16,2011-06-03,44919.99,False
2072,1,16,2011-06-10,38098.97,False
2073,1,16,2011-06-17,38282.75,False
2074,1,16,2011-06-24,31362.66,False
