,Store,Dept,Date,Weekly_Sales,IsHoliday
126,1,1,2012-07-06,17823.37,False
127,1,1,2012-07-13,16566.18,False
128,1,1,2012-07-20,16348.06,False
129,1,1,2012-07-27,15731.18,False
130,1,1,2012-08-03,16628.31,False
131,1,1,2012-08-10,16119.92,False
132,1,1,2012-08-17,17330.7,False
133,1,1,2012-08-24,16286.4,False
134,1,1,2012-08-31,16680.24,False
269,1,2,2012-07-06,49771.92,False
270,1,2,2012-07-13,44411.95,False
271,1,2,2012-07-20,45108.22,False
272,1,2,2012-07-27,45008.22,False
273,1,2,2012-08-03,49424.06,False
274,1,2,2012-08-10,46729.91,False
275,1,2,2012-08-17,46350.97,False
276,1,2,2012-08-24,44972.52,False
277,1,2,2012-08-31,50995.5,False
412,1,3,2012-07-06,8473.71,False
413,1,3,2012-07-13,13126.15,False
414,1,3,2012-07-20,20126.95,False
415,1,3,2012-07-27,22716.7,False
416,1,3,2012-08-03,30331.69,False
417,1,3,2012-08-10,28257.3,False
418,1,3,2012-08-17,31905.97,False
419,1,3,2012-08-24,43712.78,False
420,1,3,2012-08-31,50701.3,False
555,1,4,2012-07-06,44936.96,False
556,1,4,2012-07-13,38073.91,False
557,1,4,2012-07-20,38080.05,False
558,1,4,2012-07-27,35197.59,False
559,1,4,2012-08-03,41305.39,False
560,1,4,2012-08-10,40343.83,False
561,1,4,2012-08-17,38105.9,False
562,1,4,2012-08-24,36674.67,False
563,1,4,2012-08-31,37802.97,False
698,1,5,2012-07-06,19684.48,False
699,1,5,2012-07-13,18089.61,False
700,1,5,2012-07-20,17896.46,False
701,1,5,2012-07-27,14105.4,False
702,1,5,2012-08-03,17615.28,False
703,1,5,2012-08-10,18232.46,False
704,1,5,2012-08-17,15440.65,False
705,1,5,2012-08-24,22446.23,False
706,1,5,2012-08-31,18615.76,False
841,1,6,2012-07-06,2828.03,False
842,1,6,2012-07-13,2776.97,False
843,1,6,2012-07-20,3496.53,False
844,1,6,2012-07-27,2545.65,False
845,1,6,2012-08-03,3412.58,False
846,1,6,2012-08-10,-139.65,False
847,1,6,2012-08-17,2725.3,False
848,1,6,2012-08-24,2626.5,False
