"id"	"prob"
40625	1.81738885703882
14191	-0.7447762335995
5011	-1.46925817907207
23277	1.05530719434528
29766	-7.04899489114783
10295	-4.18958979225161
36354	-0.456386652021315
4688	0.749585553673025
15064	4.05064332834955
40064	0.86637601778386
9192	0.198536809293513
921	-3.13367984711236
36266	0.805546739537903
4194	1.50191379613845
317	-0.990183692500662
39884	3.43680636389618
14543	-2.52348934001317
10821	0.877055270605854
38628	0.641859197089896
22374	-0.957043388972658
15099	-3.92970439332466
30860	-5.40391131758014
18803	-2.42001842603679
35304	2.20775573652073
46052	1.63255263897185
39320	0.745192811731764
36190	0.77005116705013
18383	-0.118575996442352
3204	4.47501153203301
5981	-1.59695573042552
44840	0.547020981113156
1850	1.46914306389493
5794	-0.140971632200203
3721	0.504140136004494
18702	1.5990047775924
41183	-2.44977406218603
14851	1.16240442864041
8309	1.50709968621351
2547	-2.97666866469857
40386	0.744372335284298
40796	0.864290610232244
11416	1.4834582193974
38327	0.555484444892114
39298	-0.362699684482286
7332	-2.8717353795036
13010	0.192777494611508
10096	-2.77870903116263
821	4.17568139413099
27033	2.2270574262429
43034	-2.52212623700986
1979	1.25926741730512
40027	0.114376673560745
32043	-1.48667431668817
19579	0.245896686365911
19023	-2.35367147870332
3520	0.895013128882864
33984	-2.56202170457658
27925	2.65897588461889
14180	2.22728642227935
44388	-1.20086836863257
27448	1.98805547739863
31313	1.3790152940311
33015	-7.1722132269509
16918	-1.91635587796803
32555	-0.371487548182683
41118	-3.30086326659133
38497	2.64029195405275
15765	-0.424896881049174
16117	2.41291125085408
12853	2.1768992728295
49945	1.67882832076157
40692	-5.69284867016438
45627	3.72125245062648
15587	-0.0653795447376521
2587	-1.12346980478421
46670	-3.02283537860143
25141	-0.134714486672269
48381	3.05854648213088
37403	-2.04304593680794
48933	3.4376409674544
38037	-4.27759185047708
38847	-1.48985170926695
17374	-0.473059406793648
12330	2.29467951418467
46193	0.77153519582015
30011	-1.97376298206713
3872	-0.74435126448697
44803	-0.559255699274156
49156	1.44250745229384
49197	0.814527342369443
16584	-3.27964430903636
15409	3.21328791065821
28493	0.0582724481038952
8074	-1.742438374461
13228	-2.53592932251597
18906	0.458182658034584
38719	0.752796464101679
20570	2.06389939327934
14311	-0.972586597710731
36777	2.78032372817374
43208	-0.382383239719322
15510	7.30365224647292
27778	2.46205527623468
20452	5.64380871593872
7789	0.996613610330893
44199	-1.95349632966346
20987	-2.14823889612358
11165	2.16282179580845
18633	-1.57716665188611
28051	2.98067052936645
49668	-1.32241749395612
49046	-0.269667240178428
29022	3.61525926187114
11029	4.02659111412219
1567	-0.722825079860875
45385	2.37037718040881
5759	0.955836420998733
47843	2.89506858099015
33768	-0.446503895490286
39373	-0.974097554469868
30957	1.79890892931862
9105	-5.33980446845001
18148	1.0504492843649
18479	0.964489275325433
20095	1.21769727710212
2963	0.842834299301485
30783	-1.33647841741605
2690	2.66201353544042
34501	-2.99692224168634
21048	0.00844610415303018
35976	-3.23691107006717
42624	1.66981913634342
4611	-6.89072605043181
26068	0.740817883824253
49122	1.0558180846582
608	-0.103241762891521
14574	1.29137133419476
47297	1.15712895053467
14477	0.436799617483902
2749	3.22154200283287
37426	-2.61090024962435
46001	-3.90176550156362
5872	-4.6202853309994
45825	-2.91228080183762
23160	1.36320468359332
35116	2.42724814640531
39212	1.61298763559819
23426	-2.9706595480442
29502	1.76772566790401
4601	-3.05235618837426
3037	0.816557332833301
34344	-0.737582797145049
40221	-1.27243951843449
7249	-6.9614289405326
21071	-2.87666335980073
31893	1.05073207396601
49109	-3.71366183441039
39295	-1.81477118643381
37477	-3.27435449320013
37851	0.651998578718362
3281	0.104488615056616
7501	-2.27826667328939
37811	-1.64455032035134
17990	2.46562390028052
