PID,Sale_Price
902104060,90248.17764533525
528168040,302677.3993878823
909101190,147942.02497729944
905475500,80555.26675983108
528228270,190518.32584975022
902207010,104737.90460277033
902106120,73523.93627620027
902108060,114930.07743586655
528435030,266252.82149208325
923228150,90261.8719433653
535457040,124971.30657397097
906380210,198546.0726032095
903227070,135862.43929644767
907227080,124117.31237133559
907285050,183904.05875724918
531451290,195116.6503258063
532377130,131145.462003644
909428120,218144.3492507384
533350050,317260.58675056184
527165230,185502.65282964963
534477270,164992.9373024702
528250040,177543.60180787093
905453040,161533.1493539786
907196050,207444.48507513694
533213010,237408.54170649513
533135020,261655.8564093876
534278170,146445.06706078447
528218030,179797.04222179388
533213020,200989.80002270592
923205015,170369.6733165514
528221040,201369.98856880283
528228290,191527.76714651086
535455080,112686.24875353534
914476330,196139.4007643096
531385020,187967.63028354084
909175030,154790.18490442474
534104100,212480.41849307876
923228270,77979.3034098585
909252020,158431.01079250118
535478110,110740.85683378349
908152280,160422.75487335294
535300120,167680.66730140822
534429030,89577.70227677771
908188130,149565.2684275257
906380110,220418.3582114931
903227140,141122.75186089682
533223030,172323.58793600296
902102080,128048.01291733111
528228445,188264.6746190275
913350030,212539.9861024883
902109080,100674.6399930118
909275110,205377.79052857065
909256060,129617.34358244143
902128020,101410.398221161
535327230,120901.5731417945
534252060,134192.9371237725
903228070,115369.86296897201
535179160,126528.68769525422
528458140,276908.48431129963
902106130,91947.19221218345
902325100,177038.82062219435
528431030,229976.61920200347
902300110,106337.66202121765
535153140,177702.60727210887
907275090,222614.29050587158
910203250,55405.950699067034
527451170,122686.80247239061
534128190,244939.3848888679
1007100110,99930.73469748678
535376100,95610.33823375334
528108010,253270.35108525676
908188140,153277.9825403259
907250020,233137.66579819942
907405020,212225.5014793566
916402115,199001.3727793959
535453150,139663.07948412505
908128050,145925.2641730574
527451400,84503.58625822823
902327070,141592.35997014397
528387030,278768.5372712041
534128090,198167.84620483886
527377030,162093.42218044368
532353020,126042.90934029309
907405140,197486.50523168143
908152035,113136.9666141258
531363050,138009.09728137127
905452160,143448.66152649166
527450150,106482.91789947529
902301030,115200.82246890388
527402200,154009.3858739343
907202220,131194.09707019923
902206040,123374.35399867779
909425140,277662.0720293359
911175410,58876.60671119774
535402090,152005.23565166706
535427070,247287.08525109608
527107090,182280.00013791665
902427180,120971.90145179484
905105190,135741.53889256992
905200290,164311.35415919664
909428340,217780.5583857108
923426070,138011.4703713658
528180110,324029.78876427724
528106050,462882.86303856
923201100,136304.26471795555
905200340,182100.55353307957
906476030,206260.09167864826
907201220,133807.31085425685
528120130,384369.5330721775
528108160,274649.6028315847
908201120,96745.5937068094
527365030,239925.69003081703
923225190,105886.79630276229
910251050,59463.84677814336
527302050,184530.52712184092
906394060,187174.5499450299
534176060,182258.30214468756
527108060,299436.7283274882
907410110,217254.43231080816
905300020,149793.18511417447
902328100,153074.7619235926
902205140,112122.30030569091
526302040,140363.6097200162
528142150,266345.56371947407
534201250,156076.24333099526
907265030,236280.42395910164
535403210,139267.06783100884
533130020,231562.94087042238
528429060,260013.3604309599
535305160,98864.93224189492
923226290,75205.8616462777
535401080,172702.79958855856
902329030,186133.69201769368
907418020,171108.67757181686
907250070,240224.71200237816
907194020,206986.01697880024
907425035,156725.4006994242
905101450,146910.57538525978
527356060,164450.16360901855
906340080,349377.96473292226
534127270,163871.28508322642
905107300,164065.7968074367
528218150,186411.63387405075
903427120,139939.9286023723
916326040,182128.3435839608
924100040,219155.8368664217
923202005,189682.01513830264
902302150,136301.6161145061
923201020,138107.1647294835
527455080,149284.65555576782
907252050,205065.88655886037
903458170,87892.74288785375
907252060,247822.1729030666
526302110,110387.44146969047
909282110,196525.65412368948
533205110,225645.5422934698
902402150,99950.51076420334
907290240,144470.2411875527
903225150,88897.46162666443
528142020,273808.21379421675
902205070,58092.00649105633
528490040,228698.46369467632
527302060,193043.23708945
535151100,122829.69590650308
535402100,140407.86032074288
528280230,224251.21896498866
535378080,123003.95197237904
527212040,354274.2341283754
