PID,Sale_Price
902104060,95100.6905217431
528168040,312028.3796236368
909101190,121594.5559255172
905475500,72266.81849266509
528228270,192868.2232083423
902207010,94395.05146406702
902106120,77959.06882957957
902108060,101942.91764065933
528435030,280660.70965001424
923228150,108375.07267644255
535457040,121445.92457374046
906380210,198985.72115715005
903227070,137999.29844172756
907227080,130367.15318750773
907285050,190855.4001796733
531451290,202799.2657513548
532377130,139114.15303758034
909428120,217093.8140047984
533350050,321141.56391573703
527165230,179015.42055318382
534477270,170768.47840934136
528250040,180644.13157494066
905453040,177989.34966373458
907196050,209494.08447163136
533213010,245837.10907097865
533135020,221037.19049985096
534278170,143770.97928925444
528218030,188478.8917137398
533213020,193276.2241945741
923205015,170112.41023207598
528221040,212567.34369526774
528228290,199856.9839668467
535455080,118703.05582037538
914476330,202813.82474643638
531385020,199539.07773369426
909175030,155656.3065023657
534104100,202745.00839107632
923228270,78446.05102378734
909252020,128735.68526800458
535478110,124644.64497387303
908152280,158516.02004536835
535300120,176493.8583789388
534429030,109428.43835582946
908188130,156540.7403983489
906380110,238354.80442384293
903227140,136960.4658676733
533223030,180433.53296476585
902102080,123636.58804512503
528228445,200423.6786013145
913350030,206565.0117311993
902109080,120988.08749719254
909275110,181664.8557528136
909256060,121409.08689569686
902128020,86205.41628264933
535327230,101058.93902864099
534252060,135575.77905151265
903228070,107268.6411666234
535179160,135108.5038619241
528458140,254588.42391366774
902106130,89632.33927419061
902325100,175678.04413035375
528431030,229047.1640932519
902300110,116258.80770575732
535153140,162255.0952876536
907275090,235628.7403450681
910203250,63347.111014109956
527451170,126311.15674925438
534128190,226243.68746962972
1007100110,112945.04214733803
535376100,104455.3449206698
528108010,251375.23866747253
908188140,157180.5976302769
907250020,224239.59801360406
907405020,223983.75610562958
916402115,218366.82118022817
535453150,142256.93374349107
908128050,131472.94528192136
527451400,84440.7459141771
902327070,124673.69912893152
528387030,259589.85878011494
534128090,182812.85081711665
527377030,167648.0015631121
532353020,127871.13667328843
907405140,203133.56772607818
908152035,122720.06129259581
531363050,141633.1072934279
905452160,152816.07697463504
527450150,113430.49394575182
902301030,129148.75590615293
527402200,156459.3095384954
907202220,128015.98615892165
902206040,126630.50260936985
909425140,271104.9028082262
911175410,54034.28886723468
535402090,146393.3835494615
535427070,272338.33983009687
527107090,194158.29929015107
902427180,133024.47227333958
905105190,126002.63321986764
905200290,169498.3401770945
909428340,197181.6693232269
923426070,144960.00091890845
528180110,362133.99083538965
528106050,471229.5676465627
923201100,137379.71329211027
905200340,183375.80244146055
906476030,214915.6731043427
907201220,134371.09351580936
528120130,379954.7066285003
528108160,273858.2060841383
908201120,105430.19593818678
527365030,240340.58629416573
923225190,117329.44199801509
910251050,68240.83440585164
527302050,187320.28674016814
906394060,186104.0662248161
534176060,166969.33855883538
527108060,335357.71482983325
907410110,219596.39043269627
905300020,140287.44665437855
902328100,141329.47756469945
902205140,116989.4435139782
526302040,148386.01565046355
528142150,263069.22254581016
534201250,161084.73433028514
907265030,245433.16163058663
535403210,137873.34514341538
533130020,222441.474164772
528429060,243640.28081005177
535305160,110831.66107790754
923226290,77213.25629680796
535401080,165207.2191666071
902329030,189696.47559812522
907418020,171432.58783632994
907250070,241028.67013711118
907194020,203402.6438142056
907425035,149075.18658713525
905101450,139666.31986807837
527356060,166377.6746453428
906340080,373358.482903421
534127270,163982.41944892643
905107300,157009.7217748338
528218150,189575.20399315516
903427120,126272.39882558552
916326040,161538.85476571493
924100040,202766.3442726195
923202005,205728.4817585164
902302150,126766.90912090718
923201020,139651.99006305856
527455080,148265.01606855166
907252050,206391.35541121132
903458170,104888.95667399133
907252060,242264.65777472503
526302110,119267.12288359813
909282110,206688.94679061451
533205110,214642.8215224414
902402150,97606.24754121891
907290240,144668.17098135082
903225150,87759.6576903078
528142020,262307.27899079875
902205070,51629.909919896774
528490040,241662.14462803773
527302060,177986.33716741248
535151100,130126.30499377925
535402100,150096.66707866517
528280230,230928.65041519888
535378080,123051.09023878793
527212040,373201.1720364985
906203120,300619.89985240926
528166090,432083.86117956927
533206060,180074.52526593974
902103150,129696.56974228352
902105020,229118.71255854444
906201120,231754.16905767863
535476110,144078.27978761424
527451410,95410.76413702675
907192020,186099.01490904568
907200130,123932.95752406724
907202130,152917.05549681332
531375110,159101.8493488112
533212050,157593.22018739182
527455250,127464.92070848162
535151040,149841.53261666978
527226010,176899.47466259808
907290170,143328.25980950124
910200040,123222.08419238156
533242090,274940.202213638
534277060,116305.47036745834
528480160,204754.0633027893
905107140,144858.81007186734
535426130,195655.45797678127
535353140,98502.78268539607
534478230,142662.48877651518
528363130,333146.8548957554
528344020,330499.32337257004
527359160,177293.02331705976
903454080,130088.85402062016
910205130,139228.831265519
916386080,163166.5964822776
917425190,204115.4575234664
903201030,137374.91394269516
903225140,120181.79713858654
527425090,106694.29080376758
903234160,109039.46683918055
533254050,203028.3326937852
534152050,206007.67790205358
909256010,150428.64824763685
527359050,147885.5583378711
903228080,132747.5928929479
531451020,211725.53485998054
903426160,152050.87415956185
907203010,126067.76425855515
532354150,137916.6702636213
902107030,135409.77374347416
905101100,101329.57904105472
905229040,160823.0754293792
533206020,262864.2824148616
528181030,189317.91965374688
535101020,164013.86666757232
923229100,181787.38925377955
532353030,143562.4315243264
907252210,253644.52186901856
903228060,126920.69320912873
528120100,235655.5750665062
911370460,316119.5293210877
528250060,180464.30184635226
902102060,162113.42926728766
528445060,237889.10740614805
535150300,217788.03306852054
534202020,136639.3278761146
903400040,182085.2595311621
903452090,126231.01992839934
528366070,262586.94867954816
534177180,234032.02967843774
916477020,310288.5864270195
905452110,130731.29197268565
535425060,183570.73511469635
528326110,316851.30755965
905451390,142534.2877089012
909275040,138113.75114601484
903458020,101985.63744656289
528174080,209980.16572035654
535453180,135419.31606765435
528118050,441665.0050558967
535452120,137177.3662808692
907414030,184531.5563086338
909277100,128165.25780328207
535304100,116830.80406571216
908152180,146008.99324487377
527190050,233297.46761297833
528221060,179990.08104643604
902109010,101163.13806859643
905403060,114944.61667059144
532351090,124934.37374351839
535454070,114247.29551394997
905200280,198737.4474604415
533236060,194574.047051437
907410040,192152.10748590683
903235020,98991.76864714609
527162130,191624.31178916447
903401020,149776.11921333423
528108150,262297.5177812902
533250050,240272.2447903767
528363110,363977.0830846269
528235160,217646.80546542964
907412040,194270.01831968818
535303110,137589.37333874963
907192150,184394.79823096667
528142070,384560.8768108252
923202025,204844.91473584846
527163100,188977.3482014182
527359080,191147.8352626569
534479120,126355.85846739581
907131060,175937.00049593655
528186080,284994.3975423834
902301120,108981.25598194147
908188120,157180.5976302769
907254090,236215.5390668908
902405100,152712.1962218408
914476500,228091.04209783842
908152100,135306.17914227402
905200380,100118.61109136092
907130100,200730.06465937837
906340110,305668.77372553234
923205120,142782.518933026
528228440,178130.95814717113
528280110,168826.83898226978
527453060,141940.17535325786
528218140,232072.16469970284
909426080,190540.24248256677
528458020,214531.46863646523
534128210,227607.81652394886
902300040,135452.77658294782
907194110,194984.98508550457
534204120,149313.0336093407
902330090,204786.62689460276
533254110,199237.49769581048
905101070,96907.28808633506
528120160,335752.4250974792
905108220,133500.68341813836
527355150,300782.7930480371
923226250,87963.65402917418
531450090,176124.2244447128
535450190,110251.97355629962
914476380,178755.53007027827
905402070,118859.1964417875
535355020,185233.66713371585
535355100,112216.2994021838
910203290,119142.31913256268
908154205,490459.98328949936
528104080,428518.1116419836
907227100,114002.4303247153
533208070,163543.46726097792
532377060,119722.15155932559
528326060,245485.30999127994
527184020,176650.61863192462
908201100,84757.23098977019
534177210,160000.46824104496
534475185,158310.443207656
528118040,445611.5105362804
535352090,109251.37659749348
907202010,155147.68850887683
527359180,193727.7336931982
907290140,143689.74472794746
902106090,142539.5482004921
527403020,144770.11131116762
528354050,286306.4613305411
528106010,286189.077413687
532378050,134510.4141630869
906340090,367030.1056038167
528102100,259905.10868005615
907187060,199083.92696255932
905403050,119941.40542149353
535105100,172168.4175059447
535425070,177154.00908721294
907414020,204881.14730103186
535454160,123597.7859485545
534479300,124868.8429282409
907181090,198452.14207994065
909254140,107934.93883934687
908154235,416118.9808728883
902135020,99854.71892015335
531382120,218233.31014300525
528102130,338168.8859977953
534250335,162966.5054012757
527107120,186281.13376018
907285040,258583.66441584867
902106040,167311.3344608023
527451200,95888.8706887352
906475170,264227.07777762564
924100060,181510.3163292861
534451170,77637.63496300954
906201021,154889.42036516315
528188120,169664.89840898884
534202170,138019.07411955466
527165020,177239.17898850553
528292070,226180.81454856502
909281020,134899.86813776445
535325320,119239.81073937865
906475100,183385.06165605516
528429090,329240.55921329506
910204050,177328.11531397115
528108120,369637.0852916616
910203090,107598.46121802641
528250020,197468.93808699155
528114050,375317.40409796557
916382010,204331.86129950435
908276150,67129.26785224231
535453160,128631.98127998046
909201180,112169.19965828497
528181050,206282.78175896665
902427140,89729.38233030043
528181070,231404.55526563525
905108190,132649.46269065072
906402200,315229.6698967458
534431050,237294.2385523557
528118030,460245.3629606799
528228580,229776.2900019658
527451640,109875.82303399005
534252070,113326.24037190704
905202210,172414.40573856633
902404010,145160.6801195543
923276260,149561.43659241116
528344070,353334.38102339464
527357180,314132.7327018011
528240070,226277.94774691487
904100040,140646.0259589996
916176125,243245.08170166812
908130020,140934.4426234346
914478045,140692.20551247074
532353130,133329.7396555109
527182190,217578.36889365784
906382020,222982.80137345247
527162120,187364.0263105037
905452140,133390.0989808422
527212050,336216.8124892943
905352180,232451.09415171633
902330010,124760.69411459717
905104090,118230.5176112986
909179020,170611.53558293954
905107220,160596.84348183204
535178120,130368.36258686343
909455030,176318.0185845707
527425060,109149.29824380668
907418010,227825.58000001928
528435060,239080.33979711632
527451110,122719.71338006237
923225510,129644.86408314234
528439050,223628.56708385967
528186050,280174.9964295035
528102090,320711.67205671535
914475010,140687.0972256093
528174070,199074.5579130558
909101140,135562.95759179603
531376010,176676.1714509195
923202220,136550.45179554523
528186090,278425.9263017265
535151080,142416.22339733294
534129060,198485.64190156845
533208050,205016.2357502338
527254070,323613.2579945053
534127230,167168.37004427548
909475040,321185.989381172
923225370,94857.69655516936
905101330,113952.70499797804
903400180,200671.19539706985
908102270,154743.24257872504
527210060,331862.61623070657
532378120,125533.78771519163
903201080,162842.37623989113
528482020,254315.44298789385
528176070,343815.8596622748
907200270,138248.6145223798
906394040,224973.35009795002
907227300,130125.8854480387
526302120,180800.4091572805
527405130,122236.42014850292
531452260,167384.22140907304
905453080,256464.06524764517
